Country,State,State lgd code,Year,Gender,Age group,Type of area,Worker Population Ratio (WPR)_avg,Worker Population Ratio (WPR)_max,Worker Population Ratio (WPR)_min,Worker Population Ratio (WPR)_sum,Worker Population Ratio (WPR)_count,Worker Population Ratio (WPR)_stddev,Worker Population Ratio (WPR)_LandAreaWeight,Worker Population Ratio (WPR)_TotalPopulationWeight,Worker Population Ratio (WPR)_NumberOfHouseholdsWeight,Worker Population Ratio (WPR)_TotalPopulationMaleWeight,Worker Population Ratio (WPR)_TotalPopulationFemaleWeight
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Female,15 years and above,Rural,29.1,29.1,29.1,29.1,1,,,29.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Female,15 years and above,Total,26.9,26.9,26.9,26.9,1,,,26.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Female,15 years and above,Urban,25.4,25.4,25.4,25.4,1,,,25.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Female,all years,Rural,22.6,22.6,22.6,22.6,1,,,22.6,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Female,all years,Total,21.5,21.5,21.5,21.5,1,,,21.5,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Female,all years,Urban,20.7,20.7,20.7,20.7,1,,,20.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Male,15-29,Rural,58.1,58.1,58.1,58.1,1,,,58.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Male,15-29,Total,50.5,50.5,50.5,50.5,1,,,50.5,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Male,15-29,Urban,45.6,45.6,45.6,45.6,1,,,45.6,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Male,15-59,Rural,85.3,85.3,85.3,85.3,1,,,85.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Male,15-59,Total,80.9,80.9,80.9,80.9,1,,,80.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Male,15-59,Urban,77.8,77.8,77.8,77.8,1,,,77.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Male,15 years and above,Rural,81.1,81.1,81.1,81.1,1,,,81.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Male,15 years and above,Total,72.3,72.3,72.3,72.3,1,,,72.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Male,15 years and above,Urban,66.6,66.6,66.6,66.6,1,,,66.6,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Male,all years,Rural,62.6,62.6,62.6,62.6,1,,,62.6,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Male,all years,Total,58.0,58.0,58.0,58.0,1,,,58.0,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Male,all years,Urban,54.8,54.8,54.8,54.8,1,,,54.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Persons,15-29,Rural,30.6,30.6,30.6,30.6,1,,30.6,30.6,30.6,30.6,30.6
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Persons,15-29,Total,31.3,31.3,31.3,31.3,1,,31.3,31.3,31.3,31.3,31.3
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Persons,15-29,Urban,31.8,31.8,31.8,31.8,1,,31.8,31.8,31.8,31.8,31.8
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Persons,15-59,Rural,58.3,58.3,58.3,58.3,1,,58.3,58.3,58.3,58.3,58.3
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Persons,15-59,Total,54.8,54.8,54.8,54.8,1,,54.8,54.8,54.8,54.8,54.8
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Persons,15-59,Urban,52.5,52.5,52.5,52.5,1,,52.5,52.5,52.5,52.5,52.5
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Persons,15 years and above,Rural,53.7,53.7,53.7,53.7,1,,53.7,53.7,53.7,53.7,53.7
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Persons,15 years and above,Total,48.1,48.1,48.1,48.1,1,,48.1,48.1,48.1,48.1,48.1
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Persons,15 years and above,Urban,44.5,44.5,44.5,44.5,1,,44.5,44.5,44.5,44.5,44.5
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Persons,all years,Rural,41.6,41.6,41.6,41.6,1,,41.6,41.6,41.6,41.6,41.6
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Persons,all years,Total,38.5,38.5,38.5,38.5,1,,38.5,38.5,38.5,38.5,38.5
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2020",Persons,all years,Urban,36.5,36.5,36.5,36.5,1,,36.5,36.5,36.5,36.5,36.5
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Female,15-29,Rural,27.7,27.7,27.7,27.7,1,,,27.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Female,15-29,Total,22.9,22.9,22.9,22.9,1,,,22.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Female,15-29,Urban,21.0,21.0,21.0,21.0,1,,,21.0,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Female,15-59,Rural,54.4,54.4,54.4,54.4,1,,,54.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Female,15-59,Total,38.8,38.8,38.8,38.8,1,,,38.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Female,15-59,Urban,30.2,30.2,30.2,30.2,1,,,30.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Female,15 years and above,Rural,50.4,50.4,50.4,50.4,1,,,50.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Female,15 years and above,Total,34.4,34.4,34.4,34.4,1,,,34.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Female,15 years and above,Urban,25.6,25.6,25.6,25.6,1,,,25.6,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Female,all years,Rural,37.4,37.4,37.4,37.4,1,,,37.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Female,all years,Total,27.2,27.2,27.2,27.2,1,,,27.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Female,all years,Urban,21.1,21.1,21.1,21.1,1,,,21.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Male,15-29,Rural,44.8,44.8,44.8,44.8,1,,,44.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Male,15-29,Total,47.9,47.9,47.9,47.9,1,,,47.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Male,15-29,Urban,49.9,49.9,49.9,49.9,1,,,49.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Male,15-59,Rural,71.5,71.5,71.5,71.5,1,,,71.5,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Male,15-59,Total,76.9,76.9,76.9,76.9,1,,,76.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Male,15-59,Urban,80.2,80.2,80.2,80.2,1,,,80.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Male,15 years and above,Rural,68.3,68.3,68.3,68.3,1,,,68.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Male,15 years and above,Total,69.2,69.2,69.2,69.2,1,,,69.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Male,15 years and above,Urban,69.8,69.8,69.8,69.8,1,,,69.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Male,all years,Rural,53.3,53.3,53.3,53.3,1,,,53.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Male,all years,Total,54.3,54.3,54.3,54.3,1,,,54.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Male,all years,Urban,54.9,54.9,54.9,54.9,1,,,54.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Persons,15-29,Rural,37.9,37.9,37.9,37.9,1,,37.9,37.9,37.9,37.9,37.9
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Persons,15-29,Total,35.8,35.8,35.8,35.8,1,,35.8,35.8,35.8,35.8,35.8
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Persons,15-29,Urban,34.8,34.8,34.8,34.8,1,,34.8,34.8,34.8,34.8,34.8
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Persons,15-59,Rural,63.1,63.1,63.1,63.1,1,,63.1,63.1,63.1,63.1,63.1
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Persons,15-59,Total,57.4,57.4,57.4,57.4,1,,57.4,57.4,57.4,57.4,57.4
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Persons,15-59,Urban,54.1,54.1,54.1,54.1,1,,54.1,54.1,54.1,54.1,54.1
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Persons,15 years and above,Rural,59.2,59.2,59.2,59.2,1,,59.2,59.2,59.2,59.2,59.2
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Persons,15 years and above,Total,51.2,51.2,51.2,51.2,1,,51.2,51.2,51.2,51.2,51.2
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Persons,15 years and above,Urban,46.8,46.8,46.8,46.8,1,,46.8,46.8,46.8,46.8,46.8
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Persons,all years,Rural,45.0,45.0,45.0,45.0,1,,45.0,45.0,45.0,45.0,45.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Persons,all years,Total,40.4,40.4,40.4,40.4,1,,40.4,40.4,40.4,40.4,40.4
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2021",Persons,all years,Urban,37.7,37.7,37.7,37.7,1,,37.7,37.7,37.7,37.7,37.7
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Female,15-29,Rural,21.4,21.4,21.4,21.4,1,,,21.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Female,15-29,Total,18.6,18.6,18.6,18.6,1,,,18.6,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Female,15-29,Urban,16.8,16.8,16.8,16.8,1,,,16.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Female,15-59,Rural,52.0,52.0,52.0,52.0,1,,,52.0,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Female,15-59,Total,36.5,36.5,36.5,36.5,1,,,36.5,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Female,15-59,Urban,27.3,27.3,27.3,27.3,1,,,27.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Female,15 years and above,Rural,47.0,47.0,47.0,47.0,1,,,47.0,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Female,15 years and above,Total,31.6,31.6,31.6,31.6,1,,,31.6,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Female,15 years and above,Urban,23.1,23.1,23.1,23.1,1,,,23.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Female,all years,Rural,39.7,39.7,39.7,39.7,1,,,39.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Female,all years,Total,26.3,26.3,26.3,26.3,1,,,26.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Female,all years,Urban,19.0,19.0,19.0,19.0,1,,,19.0,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Male,15-29,Rural,49.7,49.7,49.7,49.7,1,,,49.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Male,15-29,Total,45.5,45.5,45.5,45.5,1,,,45.5,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Male,15-29,Urban,42.2,42.2,42.2,42.2,1,,,42.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Male,15-59,Rural,74.1,74.1,74.1,74.1,1,,,74.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Male,15-59,Total,76.4,76.4,76.4,76.4,1,,,76.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Male,15-59,Urban,77.8,77.8,77.8,77.8,1,,,77.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Male,15 years and above,Rural,74.9,74.9,74.9,74.9,1,,,74.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Male,15 years and above,Total,70.7,70.7,70.7,70.7,1,,,70.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Male,15 years and above,Urban,68.2,68.2,68.2,68.2,1,,,68.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Male,all years,Rural,58.1,58.1,58.1,58.1,1,,,58.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Male,all years,Total,55.4,55.4,55.4,55.4,1,,,55.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Male,all years,Urban,53.8,53.8,53.8,53.8,1,,,53.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Persons,15-29,Rural,35.8,35.8,35.8,35.8,1,,35.8,35.8,35.8,35.8,35.8
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Persons,15-29,Total,31.6,31.6,31.6,31.6,1,,31.6,31.6,31.6,31.6,31.6
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Persons,15-29,Urban,28.5,28.5,28.5,28.5,1,,28.5,28.5,28.5,28.5,28.5
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Persons,15-59,Rural,62.2,62.2,62.2,62.2,1,,62.2,62.2,62.2,62.2,62.2
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Persons,15-59,Total,54.7,54.7,54.7,54.7,1,,54.7,54.7,54.7,54.7,54.7
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Persons,15-59,Urban,50.1,50.1,50.1,50.1,1,,50.1,50.1,50.1,50.1,50.1
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Persons,15 years and above,Rural,60.1,60.1,60.1,60.1,1,,60.1,60.1,60.1,60.1,60.1
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Persons,15 years and above,Total,49.6,49.6,49.6,49.6,1,,49.6,49.6,49.6,49.6,49.6
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Persons,15 years and above,Urban,43.6,43.6,43.6,43.6,1,,43.6,43.6,43.6,43.6,43.6
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Persons,all years,Rural,48.7,48.7,48.7,48.7,1,,48.7,48.7,48.7,48.7,48.7
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Persons,all years,Total,40.1,40.1,40.1,40.1,1,,40.1,40.1,40.1,40.1,40.1
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2022",Persons,all years,Urban,35.2,35.2,35.2,35.2,1,,35.2,35.2,35.2,35.2,35.2
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Female,15-29,Rural,21.2,21.2,21.2,21.2,1,,,21.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Female,15-29,Total,21.8,21.8,21.8,21.8,1,,,21.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Female,15-29,Urban,22.1,22.1,22.1,22.1,1,,,22.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Female,15-59,Rural,44.0,44.0,44.0,44.0,1,,,44.0,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Female,15-59,Total,36.0,36.0,36.0,36.0,1,,,36.0,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Female,15-59,Urban,31.2,31.2,31.2,31.2,1,,,31.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Female,15 years and above,Rural,40.5,40.5,40.5,40.5,1,,,40.5,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Female,15 years and above,Total,32.2,32.2,32.2,32.2,1,,,32.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Female,15 years and above,Urban,27.4,27.4,27.4,27.4,1,,,27.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Female,all years,Rural,35.4,35.4,35.4,35.4,1,,,35.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Female,all years,Total,27.2,27.2,27.2,27.2,1,,,27.2,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Female,all years,Urban,22.7,22.7,22.7,22.7,1,,,22.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Rural,56.4,56.4,56.4,56.4,1,,,56.4,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Total,53.5,53.5,53.5,53.5,1,,,53.5,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Male,15-29,Urban,51.7,51.7,51.7,51.7,1,,,51.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Rural,78.3,78.3,78.3,78.3,1,,,78.3,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Total,77.9,77.9,77.9,77.9,1,,,77.9,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Male,15-59,Urban,77.7,77.7,77.7,77.7,1,,,77.7,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Rural,73.0,73.0,73.0,73.0,1,,,73.0,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Total,70.5,70.5,70.5,70.5,1,,,70.5,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Male,15 years and above,Urban,68.8,68.8,68.8,68.8,1,,,68.8,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Male,all years,Rural,58.5,58.5,58.5,58.5,1,,,58.5,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Male,all years,Total,56.1,56.1,56.1,56.1,1,,,56.1,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Male,all years,Urban,54.6,54.6,54.6,54.6,1,,,54.6,,,
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Rural,38.5,38.5,38.5,38.5,1,,38.5,38.5,38.5,38.5,38.5
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Total,36.5,36.5,36.5,36.5,1,,36.5,36.5,36.5,36.5,36.5
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Persons,15-29,Urban,35.2,35.2,35.2,35.2,1,,35.2,35.2,35.2,35.2,35.2
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Rural,60.3,60.3,60.3,60.3,1,,60.3,60.3,60.3,60.3,60.3
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Total,55.4,55.4,55.4,55.4,1,,55.4,55.4,55.4,55.4,55.4
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Persons,15-59,Urban,52.3,52.3,52.3,52.3,1,,52.3,52.3,52.3,52.3,52.3
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Rural,56.2,56.2,56.2,56.2,1,,56.2,56.2,56.2,56.2,56.2
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Total,50.0,50.0,50.0,50.0,1,,50.0,50.0,50.0,50.0,50.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Persons,15 years and above,Urban,46.2,46.2,46.2,46.2,1,,46.2,46.2,46.2,46.2,46.2
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Rural,47.1,47.1,47.1,47.1,1,,47.1,47.1,47.1,47.1,47.1
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Total,41.1,41.1,41.1,41.1,1,,41.1,41.1,41.1,41.1,41.1
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2023",Persons,all years,Urban,37.6,37.6,37.6,37.6,1,,37.6,37.6,37.6,37.6,37.6
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Rural,7.2,7.2,7.2,7.2,1,,,7.2,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Total,9.4,9.4,9.4,9.4,1,,,9.4,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Female,15-29,Urban,12.2,12.2,12.2,12.2,1,,,12.2,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Rural,20.1,20.1,20.1,20.1,1,,,20.1,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Total,21.4,21.4,21.4,21.4,1,,,21.4,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Female,15-59,Urban,23.3,23.3,23.3,23.3,1,,,23.3,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Rural,17.8,17.8,17.8,17.8,1,,,17.8,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Total,19.1,19.1,19.1,19.1,1,,,19.1,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Female,15 years and above,Urban,21.3,21.3,21.3,21.3,1,,,21.3,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Female,all years,Rural,13.5,13.5,13.5,13.5,1,,,13.5,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Female,all years,Total,14.5,14.5,14.5,14.5,1,,,14.5,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Female,all years,Urban,16.2,16.2,16.2,16.2,1,,,16.2,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Rural,54.6,54.6,54.6,54.6,1,,,54.6,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Total,56.9,56.9,56.9,56.9,1,,,56.9,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Male,15-29,Urban,60.2,60.2,60.2,60.2,1,,,60.2,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Rural,83.0,83.0,83.0,83.0,1,,,83.0,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Total,82.9,82.9,82.9,82.9,1,,,82.9,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Male,15-59,Urban,82.9,82.9,82.9,82.9,1,,,82.9,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Rural,76.5,76.5,76.5,76.5,1,,,76.5,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Total,76.4,76.4,76.4,76.4,1,,,76.4,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Male,15 years and above,Urban,76.3,76.3,76.3,76.3,1,,,76.3,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Male,all years,Rural,60.4,60.4,60.4,60.4,1,,,60.4,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Male,all years,Total,59.4,59.4,59.4,59.4,1,,,59.4,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Male,all years,Urban,57.9,57.9,57.9,57.9,1,,,57.9,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Persons,15-29,Rural,32.2,32.2,32.2,32.2,1,,32.2,32.2,32.2,32.2,32.2
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Persons,15-29,Total,34.1,34.1,34.1,34.1,1,,34.1,34.1,34.1,34.1,34.1
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Persons,15-29,Urban,36.9,36.9,36.9,36.9,1,,36.9,36.9,36.9,36.9,36.9
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Persons,15-59,Rural,52.7,52.7,52.7,52.7,1,,52.7,52.7,52.7,52.7,52.7
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Persons,15-59,Total,53.4,53.4,53.4,53.4,1,,53.4,53.4,53.4,53.4,53.4
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Persons,15-59,Urban,54.4,54.4,54.4,54.4,1,,54.4,54.4,54.4,54.4,54.4
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Persons,15 years and above,Rural,48.0,48.0,48.0,48.0,1,,48.0,48.0,48.0,48.0,48.0
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Persons,15 years and above,Total,48.7,48.7,48.7,48.7,1,,48.7,48.7,48.7,48.7,48.7
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Persons,15 years and above,Urban,49.8,49.8,49.8,49.8,1,,49.8,49.8,49.8,49.8,49.8
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Persons,all years,Rural,37.2,37.2,37.2,37.2,1,,37.2,37.2,37.2,37.2,37.2
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Persons,all years,Total,37.4,37.4,37.4,37.4,1,,37.4,37.4,37.4,37.4,37.4
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Persons,all years,Urban,37.8,37.8,37.8,37.8,1,,37.8,37.8,37.8,37.8,37.8
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2018",Female,15-29,Rural,16.3,16.3,16.3,16.3,1,,,16.3,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2018",Female,15-29,Total,14.7,14.7,14.7,14.7,1,,,14.7,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2018",Female,15-29,Urban,12.4,12.4,12.4,12.4,1,,,12.4,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2018",Female,15-59,Rural,23.0,23.0,23.0,23.0,1,,,23.0,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2018",Female,15-59,Total,22.4,22.4,22.4,22.4,1,,,22.4,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2018",Female,15-59,Urban,21.6,21.6,21.6,21.6,1,,,21.6,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2018",Female,15 years and above,Rural,20.6,20.6,20.6,20.6,1,,,20.6,,,
India,Andaman And Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2018",Female,15 years and above,Total,20.1,20.1,20.1,20.1,1,,,20.1,,,
