Country,State,State lgd code,Year,Type of area,Gender,Status of employment,Percentage distribution of workers_avg,Percentage distribution of workers_max,Percentage distribution of workers_min,Percentage distribution of workers_sum,Percentage distribution of workers_count,Percentage distribution of workers_stddev,Percentage distribution of workers_LandAreaWeight,Percentage distribution of workers_TotalPopulationWeight,Percentage distribution of workers_NumberOfHouseholdsWeight,Percentage distribution of workers_TotalPopulationMaleWeight,Percentage distribution of workers_TotalPopulationFemaleWeight
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Regular wage/salary,50.0,50.0,50.0,50.0,1,,50.0,50.0,50.0,50.0,50.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Self-Employed helper in hoursehold enterprise,4.0,4.0,4.0,4.0,1,,4.0,4.0,4.0,4.0,4.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,"Self-Employed own account worker, employer",24.9,24.9,24.9,24.9,1,,24.9,24.9,24.9,24.9,24.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Female,All self employed,37.1,37.1,37.1,37.1,1,,37.1,37.1,37.1,37.1,37.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Casual labour,48.4,48.4,48.4,48.4,1,,48.4,48.4,48.4,48.4,48.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Regular wage/salary,14.4,14.4,14.4,14.4,1,,14.4,14.4,14.4,14.4,14.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Self-Employed helper in hoursehold enterprise,16.6,16.6,16.6,16.6,1,,16.6,16.6,16.6,16.6,16.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Female,"Self-Employed own account worker, employer",20.6,20.6,20.6,20.6,1,,20.6,20.6,20.6,20.6,20.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Male,All self employed,35.4,35.4,35.4,35.4,1,,35.4,35.4,35.4,35.4,35.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Casual labour,41.5,41.5,41.5,41.5,1,,41.5,41.5,41.5,41.5,41.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Regular wage/salary,23.2,23.2,23.2,23.2,1,,23.2,23.2,23.2,23.2,23.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Self-Employed helper in hoursehold enterprise,2.4,2.4,2.4,2.4,1,,2.4,2.4,2.4,2.4,2.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Male,"Self-Employed own account worker, employer",33.0,33.0,33.0,33.0,1,,33.0,33.0,33.0,33.0,33.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,All self employed,36.1,36.1,36.1,36.1,1,,36.1,36.1,36.1,36.1,36.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Casual labour,44.4,44.4,44.4,44.4,1,,44.4,44.4,44.4,44.4,44.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Regular wage/salary,19.4,19.4,19.4,19.4,1,,19.4,19.4,19.4,19.4,19.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Self-Employed helper in hoursehold enterprise,8.5,8.5,8.5,8.5,1,,8.5,8.5,8.5,8.5,8.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,"Self-Employed own account worker, employer",27.7,27.7,27.7,27.7,1,,27.7,27.7,27.7,27.7,27.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,All self employed,35.5,35.5,35.5,35.5,1,,35.5,35.5,35.5,35.5,35.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Casual labour,37.9,37.9,37.9,37.9,1,,37.9,37.9,37.9,37.9,37.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Regular wage/salary,26.6,26.6,26.6,26.6,1,,26.6,26.6,26.6,26.6,26.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,15.1,15.1,15.1,15.1,1,,15.1,15.1,15.1,15.1,15.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,"Self-Employed own account worker, employer",20.4,20.4,20.4,20.4,1,,20.4,20.4,20.4,20.4,20.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,All self employed,32.9,32.9,32.9,32.9,1,,32.9,32.9,32.9,32.9,32.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Casual labour,33.1,33.1,33.1,33.1,1,,33.1,33.1,33.1,33.1,33.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Regular wage/salary,34.0,34.0,34.0,34.0,1,,34.0,34.0,34.0,34.0,34.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,2.2,2.2,2.2,2.2,1,,2.2,2.2,2.2,2.2,2.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Male,"Self-Employed own account worker, employer",30.7,30.7,30.7,30.7,1,,30.7,30.7,30.7,30.7,30.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,All self employed,33.9,33.9,33.9,33.9,1,,33.9,33.9,33.9,33.9,33.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Casual labour,34.9,34.9,34.9,34.9,1,,34.9,34.9,34.9,34.9,34.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Regular wage/salary,31.2,31.2,31.2,31.2,1,,31.2,31.2,31.2,31.2,31.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,7.0,7.0,7.0,7.0,1,,7.0,7.0,7.0,7.0,7.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Persons,"Self-Employed own account worker, employer",26.9,26.9,26.9,26.9,1,,26.9,26.9,26.9,26.9,26.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Female,All self employed,32.1,32.1,32.1,32.1,1,,32.1,32.1,32.1,32.1,32.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Casual labour,16.2,16.2,16.2,16.2,1,,16.2,16.2,16.2,16.2,16.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Regular wage/salary,51.7,51.7,51.7,51.7,1,,51.7,51.7,51.7,51.7,51.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Female,Self-Employed helper in hoursehold enterprise,12.0,12.0,12.0,12.0,1,,12.0,12.0,12.0,12.0,12.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Female,"Self-Employed own account worker, employer",20.1,20.1,20.1,20.1,1,,20.1,20.1,20.1,20.1,20.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Male,All self employed,30.1,30.1,30.1,30.1,1,,30.1,30.1,30.1,30.1,30.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Casual labour,23.4,23.4,23.4,23.4,1,,23.4,23.4,23.4,23.4,23.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Regular wage/salary,46.5,46.5,46.5,46.5,1,,46.5,46.5,46.5,46.5,46.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Male,Self-Employed helper in hoursehold enterprise,2.0,2.0,2.0,2.0,1,,2.0,2.0,2.0,2.0,2.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Male,"Self-Employed own account worker, employer",28.1,28.1,28.1,28.1,1,,28.1,28.1,28.1,28.1,28.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,All self employed,30.7,30.7,30.7,30.7,1,,30.7,30.7,30.7,30.7,30.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Casual labour,21.3,21.3,21.3,21.3,1,,21.3,21.3,21.3,21.3,21.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Regular wage/salary,48.0,48.0,48.0,48.0,1,,48.0,48.0,48.0,48.0,48.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,Self-Employed helper in hoursehold enterprise,5.0,5.0,5.0,5.0,1,,5.0,5.0,5.0,5.0,5.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2020",Urban,Persons,"Self-Employed own account worker, employer",25.7,25.7,25.7,25.7,1,,25.7,25.7,25.7,25.7,25.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Female,All self employed,41.5,41.5,41.5,41.5,1,,41.5,41.5,41.5,41.5,41.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Casual labour,46.3,46.3,46.3,46.3,1,,46.3,46.3,46.3,46.3,46.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Regular wage/salary,12.2,12.2,12.2,12.2,1,,12.2,12.2,12.2,12.2,12.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Self-Employed helper in hoursehold enterprise,21.6,21.6,21.6,21.6,1,,21.6,21.6,21.6,21.6,21.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Female,"Self-Employed own account worker, employer",19.9,19.9,19.9,19.9,1,,19.9,19.9,19.9,19.9,19.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Male,All self employed,39.1,39.1,39.1,39.1,1,,39.1,39.1,39.1,39.1,39.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Casual labour,38.8,38.8,38.8,38.8,1,,38.8,38.8,38.8,38.8,38.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Regular wage/salary,22.1,22.1,22.1,22.1,1,,22.1,22.1,22.1,22.1,22.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Self-Employed helper in hoursehold enterprise,3.8,3.8,3.8,3.8,1,,3.8,3.8,3.8,3.8,3.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Male,"Self-Employed own account worker, employer",35.3,35.3,35.3,35.3,1,,35.3,35.3,35.3,35.3,35.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,All self employed,40.1,40.1,40.1,40.1,1,,40.1,40.1,40.1,40.1,40.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Casual labour,41.9,41.9,41.9,41.9,1,,41.9,41.9,41.9,41.9,41.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Regular wage/salary,18.0,18.0,18.0,18.0,1,,18.0,18.0,18.0,18.0,18.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Self-Employed helper in hoursehold enterprise,11.2,11.2,11.2,11.2,1,,11.2,11.2,11.2,11.2,11.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,"Self-Employed own account worker, employer",28.9,28.9,28.9,28.9,1,,28.9,28.9,28.9,28.9,28.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,All self employed,38.8,38.8,38.8,38.8,1,,38.8,38.8,38.8,38.8,38.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Casual labour,36.7,36.7,36.7,36.7,1,,36.7,36.7,36.7,36.7,36.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Regular wage/salary,24.5,24.5,24.5,24.5,1,,24.5,24.5,24.5,24.5,24.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,19.1,19.1,19.1,19.1,1,,19.1,19.1,19.1,19.1,19.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,"Self-Employed own account worker, employer",19.7,19.7,19.7,19.7,1,,19.7,19.7,19.7,19.7,19.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,All self employed,35.6,35.6,35.6,35.6,1,,35.6,35.6,35.6,35.6,35.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Casual labour,30.8,30.8,30.8,30.8,1,,30.8,30.8,30.8,30.8,30.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Regular wage/salary,33.6,33.6,33.6,33.6,1,,33.6,33.6,33.6,33.6,33.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,3.4,3.4,3.4,3.4,1,,3.4,3.4,3.4,3.4,3.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,"Self-Employed own account worker, employer",32.2,32.2,32.2,32.2,1,,32.2,32.2,32.2,32.2,32.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,All self employed,36.8,36.8,36.8,36.8,1,,36.8,36.8,36.8,36.8,36.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Casual labour,32.9,32.9,32.9,32.9,1,,32.9,32.9,32.9,32.9,32.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Regular wage/salary,30.3,30.3,30.3,30.3,1,,30.3,30.3,30.3,30.3,30.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,9.0,9.0,9.0,9.0,1,,9.0,9.0,9.0,9.0,9.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,"Self-Employed own account worker, employer",27.7,27.7,27.7,27.7,1,,27.7,27.7,27.7,27.7,27.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Female,All self employed,32.9,32.9,32.9,32.9,1,,32.9,32.9,32.9,32.9,32.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Casual labour,15.2,15.2,15.2,15.2,1,,15.2,15.2,15.2,15.2,15.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Regular wage/salary,51.8,51.8,51.8,51.8,1,,51.8,51.8,51.8,51.8,51.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Self-Employed helper in hoursehold enterprise,13.6,13.6,13.6,13.6,1,,13.6,13.6,13.6,13.6,13.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Female,"Self-Employed own account worker, employer",19.3,19.3,19.3,19.3,1,,19.3,19.3,19.3,19.3,19.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Male,All self employed,31.3,31.3,31.3,31.3,1,,31.3,31.3,31.3,31.3,31.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Casual labour,21.0,21.0,21.0,21.0,1,,21.0,21.0,21.0,21.0,21.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Regular wage/salary,47.8,47.8,47.8,47.8,1,,47.8,47.8,47.8,47.8,47.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Self-Employed helper in hoursehold enterprise,2.8,2.8,2.8,2.8,1,,2.8,2.8,2.8,2.8,2.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Male,"Self-Employed own account worker, employer",28.5,28.5,28.5,28.5,1,,28.5,28.5,28.5,28.5,28.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,All self employed,31.7,31.7,31.7,31.7,1,,31.7,31.7,31.7,31.7,31.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Casual labour,19.4,19.4,19.4,19.4,1,,19.4,19.4,19.4,19.4,19.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Regular wage/salary,48.9,48.9,48.9,48.9,1,,48.9,48.9,48.9,48.9,48.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Self-Employed helper in hoursehold enterprise,5.8,5.8,5.8,5.8,1,,5.8,5.8,5.8,5.8,5.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,"Self-Employed own account worker, employer",25.9,25.9,25.9,25.9,1,,25.9,25.9,25.9,25.9,25.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Female,All self employed,40.3,40.3,40.3,40.3,1,,40.3,40.3,40.3,40.3,40.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Casual labour,46.1,46.1,46.1,46.1,1,,46.1,46.1,46.1,46.1,46.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Regular wage/salary,13.6,13.6,13.6,13.6,1,,13.6,13.6,13.6,13.6,13.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Self-Employed helper in hoursehold enterprise,18.8,18.8,18.8,18.8,1,,18.8,18.8,18.8,18.8,18.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Female,"Self-Employed own account worker, employer",21.6,21.6,21.6,21.6,1,,21.6,21.6,21.6,21.6,21.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Male,All self employed,38.2,38.2,38.2,38.2,1,,38.2,38.2,38.2,38.2,38.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Casual labour,37.0,37.0,37.0,37.0,1,,37.0,37.0,37.0,37.0,37.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Regular wage/salary,24.8,24.8,24.8,24.8,1,,24.8,24.8,24.8,24.8,24.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Self-Employed helper in hoursehold enterprise,3.3,3.3,3.3,3.3,1,,3.3,3.3,3.3,3.3,3.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Male,"Self-Employed own account worker, employer",34.9,34.9,34.9,34.9,1,,34.9,34.9,34.9,34.9,34.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,All self employed,39.1,39.1,39.1,39.1,1,,39.1,39.1,39.1,39.1,39.1
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Casual labour,40.7,40.7,40.7,40.7,1,,40.7,40.7,40.7,40.7,40.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Regular wage/salary,20.2,20.2,20.2,20.2,1,,20.2,20.2,20.2,20.2,20.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Self-Employed helper in hoursehold enterprise,9.6,9.6,9.6,9.6,1,,9.6,9.6,9.6,9.6,9.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,"Self-Employed own account worker, employer",29.4,29.4,29.4,29.4,1,,29.4,29.4,29.4,29.4,29.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,All self employed,38.0,38.0,38.0,38.0,1,,38.0,38.0,38.0,38.0,38.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Casual labour,37.0,37.0,37.0,37.0,1,,37.0,37.0,37.0,37.0,37.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Regular wage/salary,25.0,25.0,25.0,25.0,1,,25.0,25.0,25.0,25.0,25.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,16.4,16.4,16.4,16.4,1,,16.4,16.4,16.4,16.4,16.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,"Self-Employed own account worker, employer",21.6,21.6,21.6,21.6,1,,21.6,21.6,21.6,21.6,21.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,All self employed,34.4,34.4,34.4,34.4,1,,34.4,34.4,34.4,34.4,34.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Casual labour,30.3,30.3,30.3,30.3,1,,30.3,30.3,30.3,30.3,30.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Regular wage/salary,35.3,35.3,35.3,35.3,1,,35.3,35.3,35.3,35.3,35.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,2.8,2.8,2.8,2.8,1,,2.8,2.8,2.8,2.8,2.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,"Self-Employed own account worker, employer",31.6,31.6,31.6,31.6,1,,31.6,31.6,31.6,31.6,31.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,All self employed,35.7,35.7,35.7,35.7,1,,35.7,35.7,35.7,35.7,35.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Casual labour,32.7,32.7,32.7,32.7,1,,32.7,32.7,32.7,32.7,32.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Regular wage/salary,31.6,31.6,31.6,31.6,1,,31.6,31.6,31.6,31.6,31.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,7.7,7.7,7.7,7.7,1,,7.7,7.7,7.7,7.7,7.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,"Self-Employed own account worker, employer",28.0,28.0,28.0,28.0,1,,28.0,28.0,28.0,28.0,28.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Female,All self employed,32.6,32.6,32.6,32.6,1,,32.6,32.6,32.6,32.6,32.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Casual labour,15.7,15.7,15.7,15.7,1,,15.7,15.7,15.7,15.7,15.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Regular wage/salary,51.7,51.7,51.7,51.7,1,,51.7,51.7,51.7,51.7,51.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Self-Employed helper in hoursehold enterprise,10.9,10.9,10.9,10.9,1,,10.9,10.9,10.9,10.9,10.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Female,"Self-Employed own account worker, employer",21.7,21.7,21.7,21.7,1,,21.7,21.7,21.7,21.7,21.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Male,All self employed,29.6,29.6,29.6,29.6,1,,29.6,29.6,29.6,29.6,29.6
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Casual labour,21.5,21.5,21.5,21.5,1,,21.5,21.5,21.5,21.5,21.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Regular wage/salary,49.0,49.0,49.0,49.0,1,,49.0,49.0,49.0,49.0,49.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Self-Employed helper in hoursehold enterprise,2.3,2.3,2.3,2.3,1,,2.3,2.3,2.3,2.3,2.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Male,"Self-Employed own account worker, employer",27.3,27.3,27.3,27.3,1,,27.3,27.3,27.3,27.3,27.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,All self employed,30.4,30.4,30.4,30.4,1,,30.4,30.4,30.4,30.4,30.4
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Casual labour,19.9,19.9,19.9,19.9,1,,19.9,19.9,19.9,19.9,19.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Regular wage/salary,49.7,49.7,49.7,49.7,1,,49.7,49.7,49.7,49.7,49.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Self-Employed helper in hoursehold enterprise,4.7,4.7,4.7,4.7,1,,4.7,4.7,4.7,4.7,4.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,"Self-Employed own account worker, employer",25.7,25.7,25.7,25.7,1,,25.7,25.7,25.7,25.7,25.7
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Rural,Female,All self employed,38.3,38.3,38.3,38.3,1,,38.3,38.3,38.3,38.3,38.3
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Casual labour,47.2,47.2,47.2,47.2,1,,47.2,47.2,47.2,47.2,47.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Regular wage/salary,14.5,14.5,14.5,14.5,1,,14.5,14.5,14.5,14.5,14.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Self-Employed helper in hoursehold enterprise,14.5,14.5,14.5,14.5,1,,14.5,14.5,14.5,14.5,14.5
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Rural,Female,"Self-Employed own account worker, employer",23.8,23.8,23.8,23.8,1,,23.8,23.8,23.8,23.8,23.8
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Rural,Male,All self employed,36.9,36.9,36.9,36.9,1,,36.9,36.9,36.9,36.9,36.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Casual labour,34.9,34.9,34.9,34.9,1,,34.9,34.9,34.9,34.9,34.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Regular wage/salary,28.2,28.2,28.2,28.2,1,,28.2,28.2,28.2,28.2,28.2
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Self-Employed helper in hoursehold enterprise,3.9,3.9,3.9,3.9,1,,3.9,3.9,3.9,3.9,3.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Rural,Male,"Self-Employed own account worker, employer",32.9,32.9,32.9,32.9,1,,32.9,32.9,32.9,32.9,32.9
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,All self employed,37.5,37.5,37.5,37.5,1,,37.5,37.5,37.5,37.5,37.5
