Country,Year,Type of industry of work,Type of area,Gender,Status of employment,Percentage distribution of workers_avg,Percentage distribution of workers_max,Percentage distribution of workers_min,Percentage distribution of workers_sum,Percentage distribution of workers_count,Percentage distribution of workers_stddev,Percentage distribution of workers_LandAreaWeight,Percentage distribution of workers_TotalPopulationWeight,Percentage distribution of workers_NumberOfHouseholdsWeight,Percentage distribution of workers_TotalPopulationMaleWeight,Percentage distribution of workers_TotalPopulationFemaleWeight
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Persons,Self-Employed helper in hoursehold enterprise,36.1,36.1,36.1,36.1,1,,36.1,36.1,36.1,36.1,36.1
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural,Persons,"Self-Employed own account worker, employer",46.1,46.1,46.1,46.1,1,,46.1,46.1,46.1,46.1,46.1
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Female,All self employed,80.6,80.6,80.6,80.6,1,,80.6,80.6,80.6,80.6,80.6
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Female,Casual labour,18.7,18.7,18.7,18.7,1,,18.7,18.7,18.7,18.7,18.7
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Female,Regular wage/salary,0.7,0.7,0.7,0.7,1,,0.7,0.7,0.7,0.7,0.7
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,50.5,50.5,50.5,50.5,1,,50.5,50.5,50.5,50.5,50.5
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Female,"Self-Employed own account worker, employer",30.1,30.1,30.1,30.1,1,,30.1,30.1,30.1,30.1,30.1
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Male,All self employed,83.4,83.4,83.4,83.4,1,,83.4,83.4,83.4,83.4,83.4
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Male,Casual labour,15.5,15.5,15.5,15.5,1,,15.5,15.5,15.5,15.5,15.5
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Male,Regular wage/salary,1.2,1.2,1.2,1.2,1,,1.2,1.2,1.2,1.2,1.2
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,21.7,21.7,21.7,21.7,1,,21.7,21.7,21.7,21.7,21.7
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Male,"Self-Employed own account worker, employer",61.7,61.7,61.7,61.7,1,,61.7,61.7,61.7,61.7,61.7
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Persons,All self employed,82.0,82.0,82.0,82.0,1,,82.0,82.0,82.0,82.0,82.0
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Persons,Casual labour,17.0,17.0,17.0,17.0,1,,17.0,17.0,17.0,17.0,17.0
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Persons,Regular wage/salary,0.9,0.9,0.9,0.9,1,,0.9,0.9,0.9,0.9,0.9
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,35.7,35.7,35.7,35.7,1,,35.7,35.7,35.7,35.7,35.7
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Rural+Urban,Persons,"Self-Employed own account worker, employer",46.3,46.3,46.3,46.3,1,,46.3,46.3,46.3,46.3,46.3
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Female,All self employed,71.7,71.7,71.7,71.7,1,,71.7,71.7,71.7,71.7,71.7
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Female,Casual labour,26.7,26.7,26.7,26.7,1,,26.7,26.7,26.7,26.7,26.7
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Female,Regular wage/salary,1.7,1.7,1.7,1.7,1,,1.7,1.7,1.7,1.7,1.7
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Female,Self-Employed helper in hoursehold enterprise,36.1,36.1,36.1,36.1,1,,36.1,36.1,36.1,36.1,36.1
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Female,"Self-Employed own account worker, employer",35.6,35.6,35.6,35.6,1,,35.6,35.6,35.6,35.6,35.6
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Male,All self employed,77.9,77.9,77.9,77.9,1,,77.9,77.9,77.9,77.9,77.9
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Male,Casual labour,17.7,17.7,17.7,17.7,1,,17.7,17.7,17.7,17.7,17.7
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Male,Regular wage/salary,4.4,4.4,4.4,4.4,1,,4.4,4.4,4.4,4.4,4.4
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Male,Self-Employed helper in hoursehold enterprise,13.4,13.4,13.4,13.4,1,,13.4,13.4,13.4,13.4,13.4
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Male,"Self-Employed own account worker, employer",64.6,64.6,64.6,64.6,1,,64.6,64.6,64.6,64.6,64.6
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Persons,All self employed,74.9,74.9,74.9,74.9,1,,74.9,74.9,74.9,74.9,74.9
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Persons,Casual labour,22.0,22.0,22.0,22.0,1,,22.0,22.0,22.0,22.0,22.0
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Persons,Regular wage/salary,3.1,3.1,3.1,3.1,1,,3.1,3.1,3.1,3.1,3.1
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Persons,Self-Employed helper in hoursehold enterprise,24.2,24.2,24.2,24.2,1,,24.2,24.2,24.2,24.2,24.2
India,"Agriculture Year (Jul - Jun), 2023",01-03 (agriculture),Urban,Persons,"Self-Employed own account worker, employer",50.8,50.8,50.8,50.8,1,,50.8,50.8,50.8,50.8,50.8
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Female,All self employed,1.3,1.3,1.3,1.3,1,,1.3,1.3,1.3,1.3,1.3
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Female,Casual labour,60.0,60.0,60.0,60.0,1,,60.0,60.0,60.0,60.0,60.0
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Female,Regular wage/salary,38.8,38.8,38.8,38.8,1,,38.8,38.8,38.8,38.8,38.8
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Female,Self-Employed helper in hoursehold enterprise,0.4,0.4,0.4,0.4,1,,0.4,0.4,0.4,0.4,0.4
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Female,"Self-Employed own account worker, employer",0.9,0.9,0.9,0.9,1,,0.9,0.9,0.9,0.9,0.9
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Male,All self employed,12.8,12.8,12.8,12.8,1,,12.8,12.8,12.8,12.8,12.8
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Male,Casual labour,32.9,32.9,32.9,32.9,1,,32.9,32.9,32.9,32.9,32.9
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Male,Regular wage/salary,54.3,54.3,54.3,54.3,1,,54.3,54.3,54.3,54.3,54.3
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Male,Self-Employed helper in hoursehold enterprise,2.0,2.0,2.0,2.0,1,,2.0,2.0,2.0,2.0,2.0
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Male,"Self-Employed own account worker, employer",10.8,10.8,10.8,10.8,1,,10.8,10.8,10.8,10.8,10.8
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Persons,All self employed,11.9,11.9,11.9,11.9,1,,11.9,11.9,11.9,11.9,11.9
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Persons,Casual labour,35.0,35.0,35.0,35.0,1,,35.0,35.0,35.0,35.0,35.0
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Persons,Regular wage/salary,53.1,53.1,53.1,53.1,1,,53.1,53.1,53.1,53.1,53.1
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Persons,Self-Employed helper in hoursehold enterprise,1.8,1.8,1.8,1.8,1,,1.8,1.8,1.8,1.8,1.8
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural,Persons,"Self-Employed own account worker, employer",10.1,10.1,10.1,10.1,1,,10.1,10.1,10.1,10.1,10.1
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Female,All self employed,5.9,5.9,5.9,5.9,1,,5.9,5.9,5.9,5.9,5.9
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Female,Casual labour,42.7,42.7,42.7,42.7,1,,42.7,42.7,42.7,42.7,42.7
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Female,Regular wage/salary,51.4,51.4,51.4,51.4,1,,51.4,51.4,51.4,51.4,51.4
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,5.4,5.4,5.4,5.4,1,,5.4,5.4,5.4,5.4,5.4
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Female,"Self-Employed own account worker, employer",0.5,0.5,0.5,0.5,1,,0.5,0.5,0.5,0.5,0.5
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Male,All self employed,10.5,10.5,10.5,10.5,1,,10.5,10.5,10.5,10.5,10.5
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Male,Casual labour,24.0,24.0,24.0,24.0,1,,24.0,24.0,24.0,24.0,24.0
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Male,Regular wage/salary,65.6,65.6,65.6,65.6,1,,65.6,65.6,65.6,65.6,65.6
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,1.3,1.3,1.3,1.3,1,,1.3,1.3,1.3,1.3,1.3
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Male,"Self-Employed own account worker, employer",9.2,9.2,9.2,9.2,1,,9.2,9.2,9.2,9.2,9.2
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Persons,All self employed,10.1,10.1,10.1,10.1,1,,10.1,10.1,10.1,10.1,10.1
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Persons,Casual labour,25.6,25.6,25.6,25.6,1,,25.6,25.6,25.6,25.6,25.6
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Persons,Regular wage/salary,64.4,64.4,64.4,64.4,1,,64.4,64.4,64.4,64.4,64.4
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,1.7,1.7,1.7,1.7,1,,1.7,1.7,1.7,1.7,1.7
India,"Agriculture Year (Jul - Jun), 2023",45-47 (trade),Rural+Urban,Persons,Casual labour,3.0,3.0,3.0,3.0,1,,3.0,3.0,3.0,3.0,3.0
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Rural+Urban,Persons,"Self-Employed own account worker, employer",8.4,8.4,8.4,8.4,1,,8.4,8.4,8.4,8.4,8.4
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Female,All self employed,12.0,12.0,12.0,12.0,1,,12.0,12.0,12.0,12.0,12.0
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Female,Casual labour,19.9,19.9,19.9,19.9,1,,19.9,19.9,19.9,19.9,19.9
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Female,Regular wage/salary,68.0,68.0,68.0,68.0,1,,68.0,68.0,68.0,68.0,68.0
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Female,Self-Employed helper in hoursehold enterprise,12.0,12.0,12.0,12.0,1,,12.0,12.0,12.0,12.0,12.0
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Female,"Self-Employed own account worker, employer",0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Male,All self employed,6.3,6.3,6.3,6.3,1,,6.3,6.3,6.3,6.3,6.3
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Male,Casual labour,8.1,8.1,8.1,8.1,1,,8.1,8.1,8.1,8.1,8.1
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Male,Regular wage/salary,85.6,85.6,85.6,85.6,1,,85.6,85.6,85.6,85.6,85.6
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Male,Self-Employed helper in hoursehold enterprise,0.1,0.1,0.1,0.1,1,,0.1,0.1,0.1,0.1,0.1
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Male,"Self-Employed own account worker, employer",6.2,6.2,6.2,6.2,1,,6.2,6.2,6.2,6.2,6.2
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Persons,All self employed,6.9,6.9,6.9,6.9,1,,6.9,6.9,6.9,6.9,6.9
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Persons,Casual labour,9.3,9.3,9.3,9.3,1,,9.3,9.3,9.3,9.3,9.3
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Persons,Regular wage/salary,83.8,83.8,83.8,83.8,1,,83.8,83.8,83.8,83.8,83.8
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Persons,Self-Employed helper in hoursehold enterprise,1.3,1.3,1.3,1.3,1,,1.3,1.3,1.3,1.3,1.3
India,"Agriculture Year (Jul - Jun), 2023",05-09 (mining & quarrying),Urban,Persons,"Self-Employed own account worker, employer",5.6,5.6,5.6,5.6,1,,5.6,5.6,5.6,5.6,5.6
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Female,All self employed,57.3,57.3,57.3,57.3,1,,57.3,57.3,57.3,57.3,57.3
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Female,Casual labour,34.5,34.5,34.5,34.5,1,,34.5,34.5,34.5,34.5,34.5
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Female,Regular wage/salary,8.2,8.2,8.2,8.2,1,,8.2,8.2,8.2,8.2,8.2
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Female,Self-Employed helper in hoursehold enterprise,9.5,9.5,9.5,9.5,1,,9.5,9.5,9.5,9.5,9.5
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Female,"Self-Employed own account worker, employer",47.9,47.9,47.9,47.9,1,,47.9,47.9,47.9,47.9,47.9
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Male,All self employed,19.6,19.6,19.6,19.6,1,,19.6,19.6,19.6,19.6,19.6
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Male,Casual labour,60.1,60.1,60.1,60.1,1,,60.1,60.1,60.1,60.1,60.1
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Male,Regular wage/salary,20.2,20.2,20.2,20.2,1,,20.2,20.2,20.2,20.2,20.2
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Male,Self-Employed helper in hoursehold enterprise,1.9,1.9,1.9,1.9,1,,1.9,1.9,1.9,1.9,1.9
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Male,"Self-Employed own account worker, employer",17.8,17.8,17.8,17.8,1,,17.8,17.8,17.8,17.8,17.8
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Persons,All self employed,28.1,28.1,28.1,28.1,1,,28.1,28.1,28.1,28.1,28.1
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Persons,Casual labour,54.4,54.4,54.4,54.4,1,,54.4,54.4,54.4,54.4,54.4
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Persons,Regular wage/salary,17.5,17.5,17.5,17.5,1,,17.5,17.5,17.5,17.5,17.5
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Persons,Self-Employed helper in hoursehold enterprise,3.6,3.6,3.6,3.6,1,,3.6,3.6,3.6,3.6,3.6
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural,Persons,"Self-Employed own account worker, employer",24.5,24.5,24.5,24.5,1,,24.5,24.5,24.5,24.5,24.5
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Female,All self employed,58.5,58.5,58.5,58.5,1,,58.5,58.5,58.5,58.5,58.5
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Female,Casual labour,27.2,27.2,27.2,27.2,1,,27.2,27.2,27.2,27.2,27.2
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Female,Regular wage/salary,14.3,14.3,14.3,14.3,1,,14.3,14.3,14.3,14.3,14.3
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Female,Self-Employed helper in hoursehold enterprise,10.5,10.5,10.5,10.5,1,,10.5,10.5,10.5,10.5,10.5
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Female,"Self-Employed own account worker, employer",48.0,48.0,48.0,48.0,1,,48.0,48.0,48.0,48.0,48.0
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Male,All self employed,22.0,22.0,22.0,22.0,1,,22.0,22.0,22.0,22.0,22.0
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Male,Casual labour,49.4,49.4,49.4,49.4,1,,49.4,49.4,49.4,49.4,49.4
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Male,Regular wage/salary,28.6,28.6,28.6,28.6,1,,28.6,28.6,28.6,28.6,28.6
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Male,Self-Employed helper in hoursehold enterprise,2.2,2.2,2.2,2.2,1,,2.2,2.2,2.2,2.2,2.2
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Male,"Self-Employed own account worker, employer",19.8,19.8,19.8,19.8,1,,19.8,19.8,19.8,19.8,19.8
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Persons,All self employed,30.2,30.2,30.2,30.2,1,,30.2,30.2,30.2,30.2,30.2
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Persons,Casual labour,44.5,44.5,44.5,44.5,1,,44.5,44.5,44.5,44.5,44.5
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Persons,Regular wage/salary,25.4,25.4,25.4,25.4,1,,25.4,25.4,25.4,25.4,25.4
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Persons,Self-Employed helper in hoursehold enterprise,4.1,4.1,4.1,4.1,1,,4.1,4.1,4.1,4.1,4.1
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Rural+Urban,Persons,"Self-Employed own account worker, employer",26.1,26.1,26.1,26.1,1,,26.1,26.1,26.1,26.1,26.1
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Female,All self employed,60.7,60.7,60.7,60.7,1,,60.7,60.7,60.7,60.7,60.7
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Female,Casual labour,13.4,13.4,13.4,13.4,1,,13.4,13.4,13.4,13.4,13.4
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Female,Regular wage/salary,25.9,25.9,25.9,25.9,1,,25.9,25.9,25.9,25.9,25.9
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Female,Self-Employed helper in hoursehold enterprise,12.3,12.3,12.3,12.3,1,,12.3,12.3,12.3,12.3,12.3
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Female,"Self-Employed own account worker, employer",48.4,48.4,48.4,48.4,1,,48.4,48.4,48.4,48.4,48.4
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Male,All self employed,26.4,26.4,26.4,26.4,1,,26.4,26.4,26.4,26.4,26.4
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Male,Casual labour,29.5,29.5,29.5,29.5,1,,29.5,29.5,29.5,29.5,29.5
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Male,Regular wage/salary,44.1,44.1,44.1,44.1,1,,44.1,44.1,44.1,44.1,44.1
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Male,Self-Employed helper in hoursehold enterprise,2.9,2.9,2.9,2.9,1,,2.9,2.9,2.9,2.9,2.9
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Male,"Self-Employed own account worker, employer",23.5,23.5,23.5,23.5,1,,23.5,23.5,23.5,23.5,23.5
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Persons,All self employed,34.0,34.0,34.0,34.0,1,,34.0,34.0,34.0,34.0,34.0
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Persons,Casual labour,25.9,25.9,25.9,25.9,1,,25.9,25.9,25.9,25.9,25.9
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Persons,Regular wage/salary,40.1,40.1,40.1,40.1,1,,40.1,40.1,40.1,40.1,40.1
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Persons,Self-Employed helper in hoursehold enterprise,5.0,5.0,5.0,5.0,1,,5.0,5.0,5.0,5.0,5.0
India,"Agriculture Year (Jul - Jun), 2023",05-43 (secondary),Urban,Persons,"Self-Employed own account worker, employer",29.0,29.0,29.0,29.0,1,,29.0,29.0,29.0,29.0,29.0
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Female,All self employed,83.9,83.9,83.9,83.9,1,,83.9,83.9,83.9,83.9,83.9
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Female,Casual labour,5.3,5.3,5.3,5.3,1,,5.3,5.3,5.3,5.3,5.3
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Female,Regular wage/salary,10.8,10.8,10.8,10.8,1,,10.8,10.8,10.8,10.8,10.8
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Female,Self-Employed helper in hoursehold enterprise,13.7,13.7,13.7,13.7,1,,13.7,13.7,13.7,13.7,13.7
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Female,"Self-Employed own account worker, employer",70.2,70.2,70.2,70.2,1,,70.2,70.2,70.2,70.2,70.2
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Male,All self employed,34.3,34.3,34.3,34.3,1,,34.3,34.3,34.3,34.3,34.3
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Male,Casual labour,14.3,14.3,14.3,14.3,1,,14.3,14.3,14.3,14.3,14.3
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Male,Regular wage/salary,51.4,51.4,51.4,51.4,1,,51.4,51.4,51.4,51.4,51.4
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Male,Self-Employed helper in hoursehold enterprise,4.9,4.9,4.9,4.9,1,,4.9,4.9,4.9,4.9,4.9
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Male,"Self-Employed own account worker, employer",29.3,29.3,29.3,29.3,1,,29.3,29.3,29.3,29.3,29.3
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Persons,All self employed,53.7,53.7,53.7,53.7,1,,53.7,53.7,53.7,53.7,53.7
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Persons,Casual labour,10.7,10.7,10.7,10.7,1,,10.7,10.7,10.7,10.7,10.7
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Persons,Regular wage/salary,35.5,35.5,35.5,35.5,1,,35.5,35.5,35.5,35.5,35.5
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Persons,Self-Employed helper in hoursehold enterprise,8.4,8.4,8.4,8.4,1,,8.4,8.4,8.4,8.4,8.4
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural,Persons,"Self-Employed own account worker, employer",45.3,45.3,45.3,45.3,1,,45.3,45.3,45.3,45.3,45.3
India,"Agriculture Year (Jul - Jun), 2023",10-33 (manufacturing),Rural+Urban,Female,All self employed,77.8,77.8,77.8,77.8,1,,77.8,77.8,77.8,77.8,77.8
